month,month_index,region,therapy,observed_sales_units,latent_demand_units,unmet_demand_units,new_starts,active_patients_end,patient_months,supply_constrained,supply_fill_rate,supply_known_from_month,market_regime,launch_month,launch_known_from_month,therapy_launched,access_rate_truth,access_regime,access_known_from_month,population,new_diagnosed_nsclc_cases,new_metastatic_diagnoses,epidemiology_regime,epidemiology_known_from_month,eligible_new_1l_patient_pool,eligible_initial_active_pool,competitor_overlap_pressure_truth,competitor_overlap_known_from_month
2015-03-01,15,East,Therapy A,152.76758464679898,152.76758464679898,0.0,19.15575194338575,140.54617787505506,152.76758464679898,0,1.0,,early_market_before_b_launch,1,1,True,0.55,baseline,1.0,9052521.844687482,291.57041296507794,139.7256746727513,baseline,1,41.91770240182539,0.0,0.0,
2015-04-01,16,East,Therapy A,160.1441030888504,160.1441030888504,0.0,19.597925213795317,147.33257484174234,160.1441030888504,0,1.0,,early_market_before_b_launch,1,1,True,0.55,baseline,1.0,9056285.112400554,291.6916231140313,139.78376070990254,baseline,1,41.93512821297076,0.0,0.0,
2015-05-01,17,East,Therapy A,167.31685950699375,167.31685950699375,0.0,19.984284665251405,153.93151074643424,167.31685950699375,0,1.0,,early_market_before_b_launch,1,1,True,0.55,baseline,1.0,9060049.944559876,291.81288365184287,139.84187089428167,baseline,1,41.9525612682845,0.0,0.0,
2015-06-01,18,East,Therapy A,174.2515161330392,174.2515161330392,0.0,20.320005386604954,160.31139484239606,174.2515161330392,0,1.0,,early_market_before_b_launch,1,1,True,0.55,baseline,1.0,9063816.341815814,291.93419459946006,139.90000523592707,baseline,1,41.97000157077812,0.0,0.0,
2015-07-01,19,East,Therapy A,179.274489416976,179.274489416976,0.0,18.96309457457995,164.9325302636179,179.274489416976,0,1.0,,b_launch_growth,1,1,True,0.55,baseline,1.0,9067584.304819006,292.0555559778392,139.95816374488138,baseline,1,41.98744912346441,0.0,0.5,12.0
2015-08-01,20,East,Therapy A,183.9136307760991,183.9136307760991,0.0,18.981100512481188,169.20054031401116,183.9136307760991,0,1.0,,b_launch_growth,1,1,True,0.55,baseline,1.0,9071353.834220352,292.1769678079447,140.01634643119112,baseline,1,42.00490392935733,0.0,0.5,12.0
2015-09-01,21,East,Therapy A,188.14000089519504,188.14000089519504,0.0,18.93946058118385,173.08880082357942,188.14000089519504,0,1.0,,b_launch_growth,1,1,True,0.55,baseline,1.0,9075124.930671023,292.2984301107504,140.07455330490728,baseline,1,42.022365991472185,0.0,0.5,12.0
2015-10-01,22,East,Therapy A,191.93171501251024,191.93171501251024,0.0,18.84291418893082,176.57717781150942,191.93171501251024,0,1.0,,b_launch_growth,1,1,True,0.55,baseline,1.0,9078897.594822476,292.4199429072384,140.1327843760849,baseline,1,42.039835312825474,0.0,0.5,12.0
2015-11-01,23,East,Therapy A,195.27390221813087,195.27390221813087,0.0,18.696724406621467,179.6519900406804,195.27390221813087,0,1.0,,b_launch_growth,1,1,True,0.55,baseline,1.0,9082671.82732642,292.5415062183998,140.19103965478328,baseline,1,42.05731189643498,0.0,0.5,12.0
2015-12-01,24,East,Therapy A,198.158756803582,198.158756803582,0.0,18.506766762901595,182.30605625929545,198.158756803582,0,1.0,,b_launch_growth,1,1,True,0.55,baseline,1.0,9086447.628834838,292.6631200652341,140.24931915106575,baseline,1,42.074795745319726,0.0,0.5,12.0
2016-01-01,25,East,Therapy A,200.58561902943484,200.58561902943484,0.0,18.27956277013939,184.53876950708005,200.58561902943484,0,1.0,,b_launch_growth,1,1,True,0.55,baseline,1.0,9090224.999999998,292.78478446874993,140.307622875,baseline,1,42.0922868625,0.0,0.5,12.0
2016-02-01,26,East,Therapy A,202.560998346974,202.560998346974,0.0,18.02222883989395,186.3561184792161,202.560998346974,0,1.0,,b_launch_growth,1,1,True,0.55,baseline,1.0,9094003.941474425,292.9064994499643,140.36595083665773,baseline,1,42.10978525099732,0.0,0.5,12.0
2016-03-01,27,East,Therapy A,204.0984447958548,204.0984447958548,0.0,17.742326316638703,187.7705692121864,204.0984447958548,0,1.0,,b_launch_growth,1,1,True,0.55,baseline,1.0,9097784.45391092,293.0282650299033,140.42430304611506,baseline,1,42.127290913834514,0.0,0.5,12.0
2016-04-01,28,East,Therapy A,205.2181874662504,205.2181874662504,0.0,17.44761825406396,188.80073246895037,205.2181874662504,0,1.0,,b_launch_growth,1,1,True,0.55,baseline,1.0,9101566.537962556,293.1500812296015,140.48267951345207,baseline,1,42.14480385403562,0.0,0.5,12.0
2016-05-01,29,East,Therapy A,205.9464914745064,205.9464914745064,0.0,17.145759005556044,189.47077215654588,205.9464914745064,0,1.0,,b_launch_growth,1,1,True,0.55,baseline,1.0,9105350.194282675,293.27194807010216,140.54108024875313,baseline,1,42.162324074625936,0.0,0.5,12.0
2016-06-01,30,East,Therapy A,206.3147304574285,206.3147304574285,0.0,16.84395830088267,189.80955202083425,206.3147304574285,0,1.0,,b_launch_growth,1,1,True,0.55,baseline,1.0,9109135.423524894,293.3938655724574,140.59950526210673,baseline,1,42.17985157863202,0.0,0.5,12.0
2016-07-01,31,East,Therapy A,206.35821972584532,206.35821972584532,0.0,16.548667705011095,189.8495621477777,206.35821972584532,0,1.0,,b_launch_growth,1,1,True,0.55,baseline,1.0,9112922.2263431,293.5158337577284,140.65795456360576,baseline,1,42.19738636908173,0.0,0.5,12.0
2016-08-01,32,East,Therapy A,206.1148946140556,206.1148946140556,0.0,16.265332466277894,189.6257030449312,206.1148946140556,0,1.0,,b_launch_growth,1,1,True,0.55,baseline,1.0,9116710.603391452,293.6378526469844,140.71642816334705,baseline,1,42.21492844900411,0.0,0.5,12.0
2016-09-01,33,East,Therapy A,205.6239406491352,205.6239406491352,0.0,15.998237604204055,189.1740253972044,205.6239406491352,0,1.0,,b_launch_growth,1,1,True,0.55,baseline,1.0,9120500.55532438,293.75992226130404,140.77492607143176,baseline,1,42.232477821429526,0.0,0.5,12.0
2016-10-01,34,East,Therapy A,204.92448366691076,204.92448366691076,0.0,15.750458269706332,188.53052497355787,204.92448366691076,0,1.0,,b_launch_growth,1,1,True,0.55,baseline,1.0,9124292.082796589,293.8820426217746,140.83344829796533,baseline,1,42.2500344893896,0.0,0.5,12.0
2016-11-01,35,East,Therapy A,204.05443132645095,204.05443132645095,0.0,15.52390635289311,187.7300768203349,204.05443132645095,0,1.0,,b_launch_growth,1,1,True,0.55,baseline,1.0,9128085.186463049,294.0042137494917,140.89199485305718,baseline,1,42.26759845591715,0.0,0.5,12.0
2016-12-01,36,East,Therapy A,203.04952905318288,203.04952905318288,0.0,15.319452232848006,186.80556672892823,203.04952905318288,0,1.0,,b_launch_growth,1,1,True,0.55,baseline,1.0,9131879.866979012,294.1264356655603,140.95056574682107,baseline,1,42.28516972404632,0.0,0.5,12.0
2017-01-01,37,East,Therapy A,201.9426610583358,201.9426610583358,0.0,15.137094329407535,185.78724817366893,201.9426610583358,0,1.0,,b_launch_growth,1,1,True,0.55,baseline,1.0,9135676.124999996,294.24870839109366,141.00916098937498,baseline,1,42.30274829681249,0.0,0.5,12.0
2017-02-01,38,East,Therapy A,200.7633974491796,200.7633974491796,0.0,14.976149275510704,184.70232565324525,200.7633974491796,0,1.0,,b_launch_growth,1,1,True,0.55,baseline,1.0,9139473.961181795,294.37103194721414,141.067780590841,baseline,1,42.3203341772523,0.0,0.5,12.0
2017-03-01,39,East,Therapy A,199.53776580131088,199.53776580131088,0.0,14.83544014806562,183.574744537206,199.53776580131088,0,1.0,,b_launch_growth,1,1,True,0.55,baseline,1.0,9143273.376180472,294.4934063550528,141.1264245613456,baseline,1,42.33792736840368,0.0,0.5,12.0
2017-04-01,40,East,Therapy A,198.2882114587252,198.2882114587252,0.0,14.713466921519208,182.4251545420272,198.2882114587252,0,1.0,,b_launch_growth,1,1,True,0.55,baseline,1.0,9147074.370652366,294.61583163574943,141.1850929110193,baseline,1,42.35552787330579,0.0,0.5,12.0
2017-05-01,41,East,Therapy A,197.03370470333,197.03370470333,0.0,14.608550161302825,181.2710083270636,197.03370470333,0,1.0,,b_launch_growth,1,1,True,0.55,baseline,1.0,9150876.945254087,294.73830781045257,141.24378564999685,baseline,1,42.37313569499906,0.0,0.5,12.0
2017-06-01,42,East,Therapy A,195.7899530348876,195.7899530348876,0.0,14.51894470782395,180.12675679209656,195.7899530348876,0,1.0,,b_launch_growth,1,1,True,0.55,baseline,1.0,9154681.100642515,294.8608349003197,141.30250278841726,baseline,1,42.39075083652518,0.0,0.5,12.0
2017-07-01,43,East,Therapy A,194.56968099043127,194.56968099043127,0.0,14.442924198334763,179.00410651119682,194.56968099043127,0,1.0,,b_launch_growth,1,1,True,0.55,baseline,1.0,9158486.837474816,294.98341292651696,141.3612443364238,baseline,1,42.40837330092714,0.0,0.5,12.0
2017-08-01,44,East,Therapy A,193.38294625663613,193.38294625663613,0.0,14.3788397454393,177.91231055610524,193.38294625663613,0,1.0,,b_launch_growth,1,1,True,0.55,baseline,1.0,9162294.156408409,295.10604191021923,141.42001030416375,baseline,1,42.42600309124912,0.0,0.5,12.0
2017-09-01,45,East,Therapy A,192.23746779246235,192.23746779246235,0.0,14.32515723635708,176.85847036906534,192.23746779246235,0,1.0,,b_launch_growth,1,1,True,0.55,baseline,1.0,9166103.058101002,295.2287218726106,141.47880070178897,baseline,1,42.44364021053669,0.0,0.5,12.0
2017-10-01,46,East,Therapy A,191.1389482978075,191.1389482978075,0.0,14.280477928742169,175.8478324339829,191.1389482978075,0,1.0,,b_launch_growth,1,1,True,0.55,baseline,1.0,9169913.54321057,295.35145283488345,141.53761553945515,baseline,1,42.46128466183655,0.0,0.5,12.0
2017-11-01,47,East,Therapy A,190.09137909683247,190.09137909683247,0.0,14.243546662849589,174.88406876908587,190.09137909683247,0,1.0,,b_launch_growth,1,1,True,0.55,baseline,1.0,9173725.612395365,295.4742348182391,141.59645482732242,baseline,1,42.47893644819673,0.0,0.5,12.0
2017-12-01,48,East,Therapy A,189.0973201408933,189.0973201408933,0.0,14.213251371807392,173.9695345296218,189.0973201408933,0,1.0,,b_launch_growth,1,1,True,0.55,baseline,1.0,9177539.266313909,295.597067843888,141.65531857555513,baseline,1,42.496595572666536,0.0,0.5,12.0
2018-01-01,49,East,Therapy A,188.15815137648087,188.15815137648087,0.0,14.188616846859082,173.1054992663624,188.15815137648087,0,1.0,,b_launch_growth,1,1,True,0.55,baseline,1.0,9181354.505624996,295.7199519330491,141.71420679432185,baseline,1,42.51426203829654,0.0,0.5,12.0
2018-02-01,50,East,Therapy A,187.2742942861448,187.2742942861448,0.0,14.168795019782369,172.29235074325322,187.2742942861448,0,1.0,,b_launch_growth,1,1,True,0.55,baseline,1.0,9185171.330987705,295.84288710695023,141.77311949379524,baseline,1,42.531935848138566,0.0,0.5,12.0
2018-03-01,51,East,Therapy A,186.44540416277104,186.44540416277104,0.0,14.153053419517814,171.52977182974936,186.44540416277104,0,1.0,,b_launch_growth,1,1,True,0.55,baseline,1.0,9188989.743061377,295.96587338682804,141.83205668415232,baseline,1,42.54961700524569,0.0,0.5,12.0
2018-04-01,52,East,Therapy A,185.6705347952308,185.6705347952308,0.0,14.140762965481406,170.8168920116123,185.6705347952308,0,1.0,,b_launch_growth,1,1,True,0.55,baseline,1.0,9192809.742505629,296.08891079392816,141.8910183755744,baseline,1,42.56730551267231,0.0,0.5,12.0
2018-05-01,53,East,Therapy A,184.94827788645395,184.94827788645395,0.0,14.131385874841646,170.15241565553762,184.94827788645395,0,1.0,,b_launch_growth,1,1,True,0.55,baseline,1.0,9196631.329980357,296.2119993495048,141.95000457824682,baseline,1,42.58500137347404,0.0,0.5,12.0
2018-06-01,54,East,Therapy A,184.27687982820825,184.27687982820825,0.0,14.12446417267064,169.53472944195158,184.27687982820825,0,1.0,,b_launch_growth,1,1,True,0.55,baseline,1.0,9200454.506145729,296.33513907482126,142.00901530235933,baseline,1,42.6027045907078,0.0,0.5,12.0
2018-07-01,55,East,Therapy A,183.6543385274821,183.6543385274821,0.0,14.119609085530564,168.96199144528356,183.6543385274821,0,1.0,,b_launch_growth,1,1,True,0.55,baseline,1.0,9204279.271662189,296.4583299911494,142.06805055810585,baseline,1,42.62041516743175,0.0,0.5,12.0
2018-08-01,56,East,Therapy A,183.0784828989916,183.0784828989916,0.0,14.116491453708026,168.43220426707225,183.0784828989916,0,1.0,,b_launch_growth,1,1,True,0.55,baseline,1.0,9208105.627190448,296.58157211977027,142.12711035568455,baseline,1,42.63813310670536,0.0,0.5,12.0
2018-09-01,57,East,Therapy A,182.54703746679235,182.54703746679235,0.0,14.114833199720085,167.94327446944897,182.54703746679235,0,1.0,,b_launch_growth,1,1,True,0.55,baseline,1.0,9211933.573391505,296.7048654819736,142.18619470529785,baseline,1,42.65585841158936,0.0,0.5,12.0
2018-10-01,58,East,Therapy A,182.05767429765424,182.05767429765424,0.0,14.11439982820529,167.4930603538419,182.05767429765424,0,1.0,,b_launch_growth,1,1,True,0.55,baseline,1.0,9215763.11092662,296.8282100990578,142.24530361715242,baseline,1,42.67359108514572,0.0,0.5,12.0
2018-11-01,59,East,Therapy A,181.60805424867624,181.60805424867624,0.0,14.114993894834331,167.07940990878214,181.60805424867624,0,1.0,,b_launch_growth,1,1,True,0.55,baseline,1.0,9219594.24045734,296.9516059923303,142.30443710145903,baseline,1,42.69133113043771,0.0,0.5,12.0
2018-12-01,60,East,Therapy A,181.19585927053677,181.19585927053677,0.0,14.116449361754594,166.7001905288938,181.19585927053677,0,1.0,,b_launch_growth,1,1,True,0.55,baseline,1.0,9223426.962645477,297.07505318310746,142.36359516843294,baseline,1,42.70907855052988,0.0,0.5,12.0
2019-01-01,61,East,Therapy A,178.82310615774355,178.82310615774355,0.0,12.122915628849734,164.51725766512408,178.82310615774355,0,1.0,,access_expansion,1,1,True,0.55,baseline,1.0,9227261.27815312,297.19855169271426,142.4227778282934,baseline,1,42.726833348488015,0.0,0.72,55.0
2019-02-01,62,East,Therapy A,176.64191705717178,176.64191705717178,0.0,12.124659392047702,162.51056369259803,176.64191705717178,0,1.0,,access_expansion,1,1,True,0.55,baseline,1.0,9231097.18764264,297.3221015424849,142.48198509126416,baseline,1,42.744595527379246,0.0,0.72,55.0
2019-03-01,63,East,Therapy A,174.6375075658165,174.6375075658165,0.0,12.126943873218464,160.66650696055115,174.6375075658165,0,1.0,,access_expansion,1,1,True,0.55,baseline,1.0,9234934.69177668,297.44570275376213,142.54121696757306,baseline,1,42.76236509027192,0.0,0.72,55.0
2019-04-01,64,East,Therapy A,172.79618803407774,172.79618803407774,0.0,12.12968107352658,158.97249299135152,172.79618803407774,0,1.0,,access_expansion,1,1,True,0.55,baseline,1.0,9238773.791218154,297.5693553478977,142.60047346745222,baseline,1,42.78014204023567,0.0,0.72,55.0
2019-05-01,65,East,Therapy A,171.1052902881341,171.1052902881341,0.0,12.13279729678261,157.41686706508338,171.1052902881341,0,1.0,,access_expansion,1,1,True,0.55,baseline,1.0,9242614.486630255,297.69305934625226,142.65975460113802,baseline,1,42.7979263803414,0.0,0.72,55.0
2019-06-01,66,East,Therapy A,169.5530979124557,169.5530979124557,0.0,12.136230847372316,155.98885007945927,169.5530979124557,0,1.0,,access_expansion,1,1,True,0.55,baseline,1.0,9246456.778676456,297.81681477019526,142.7190603788711,baseline,1,42.815718113661326,0.0,0.72,55.0
2019-07-01,67,East,Therapy A,168.12878017133357,168.12878017133357,0.0,12.139930091874266,154.6784777576269,168.12878017133357,0,1.0,,access_expansion,1,1,True,0.55,baseline,1.0,9250300.668020498,297.9406216411052,142.77839081089638,baseline,1,42.83351724326892,0.0,0.72,55.0
2019-08-01,68,East,Therapy A,166.8223295866256,166.8223295866256,0.0,12.143851828998736,153.47654321969557,166.8223295866256,0,1.0,,access_expansion,1,1,True,0.55,baseline,1.0,9254146.1553264,298.0644799803692,142.837745907463,baseline,1,42.85132377223889,0.0,0.72,55.0
2019-09-01,69,East,Therapy A,165.62450313995743,165.62450313995743,0.0,12.147959920261854,152.37454288876083,165.62450313995743,0,1.0,,access_expansion,1,1,True,0.55,baseline,1.0,9257993.24125846,298.18838980938347,142.89712567882435,baseline,1,42.8691377036473,0.0,0.72,55.0
2019-10-01,70,East,Therapy A,164.52676702946445,164.52676702946445,0.0,12.152224140703629,151.3646256671073,164.52676702946445,0,1.0,,access_expansion,1,1,True,0.55,baseline,1.0,9261841.926481253,298.312351149553,142.95653013523813,baseline,1,42.88695904057143,0.0,0.72,55.0
2019-11-01,71,East,Therapy A,163.52124488210444,163.52124488210444,0.0,12.156619214997145,150.4395452915361,163.52124488210444,0,1.0,,access_expansion,1,1,True,0.55,baseline,1.0,9265692.211659623,298.4363640222919,143.0159592869663,baseline,1,42.90478778608989,0.0,0.72,55.0
2019-12-01,72,East,Therapy A,162.60066930107251,162.60066930107251,0.0,12.161124009536426,149.5926157569867,162.60066930107251,0,1.0,,access_expansion,1,1,True,0.55,baseline,1.0,9269544.097458702,298.56042844902294,143.07541314427507,baseline,1,42.92262394328253,0.0,0.72,55.0
2020-01-01,73,East,Therapy A,161.75833661259284,161.75833661259284,0.0,12.165720855606136,148.81766968358542,161.75833661259284,0,1.0,,access_expansion,1,1,True,0.55,baseline,1.0,9273397.584543886,298.6845444511779,143.1348917174349,baseline,1,42.94046751523047,0.0,0.72,55.0
2020-02-01,74,East,Therapy A,160.98806466619052,160.98806466619052,0.0,12.170394982605105,148.10901949289527,160.98806466619052,0,1.0,,access_expansion,1,1,True,0.55,baseline,1.0,9277252.673580855,298.80871205019736,143.1943950167205,baseline,1,42.95831850501615,0.0,0.72,55.0
2020-03-01,75,East,Therapy A,160.28415353649137,160.28415353649137,0.0,12.175134043596096,147.46142125357207,160.28415353649137,0,1.0,,access_expansion,1,1,True,0.55,baseline,1.0,9281109.365235562,298.9329312675309,143.2539230524109,baseline,1,42.97617691572327,0.0,0.72,55.0
2020-04-01,76,East,Therapy A,159.64134897183095,159.64134897183095,0.0,12.179927718258885,146.87004105408448,159.64134897183095,0,1.0,,access_expansion,1,1,True,0.55,baseline,1.0,9284967.660174243,299.05720212463723,143.3134758347895,baseline,1,42.99404275043685,0.0,0.72,55.0
2020-05-01,77,East,Therapy A,159.05480843478455,159.05480843478455,0.0,12.184767380700078,146.3304237600018,159.05480843478455,0,1.0,,access_expansion,1,1,True,0.55,baseline,1.0,9288827.559063409,299.18152464298345,143.37305337414367,baseline,1,43.0119160122431,0.0,0.72,55.0
2020-06-01,78,East,Therapy A,158.52006958158432,158.52006958158432,0.0,12.18964582158254,145.83846401505758,158.52006958158432,0,1.0,,access_expansion,1,1,True,0.55,baseline,1.0,9292689.062569838,299.3058988440462,143.43265568076544,baseline,1,43.02979670422963,0.0,0.72,55.0
2020-07-01,79,East,Therapy A,158.03302103078906,158.03302103078906,0.0,12.19455701573148,145.39037934832592,158.03302103078906,0,1.0,,access_expansion,1,1,True,0.55,baseline,1.0,9296552.1713606,299.4303247493107,143.4922827649509,baseline,1,43.04768482948526,0.0,0.72,55.0
2020-08-01,80,East,Therapy A,157.5898752761282,157.5898752761282,0.0,12.199495927802287,144.98268525403793,157.5898752761282,0,1.0,,access_expansion,1,1,True,0.55,baseline,1.0,9300416.886103032,299.554802380271,143.5519346370003,baseline,1,43.06558039110009,0.0,0.72,55.0
2020-09-01,81,East,Therapy A,157.18714360383348,157.18714360383348,0.0,12.204458349795535,144.6121721155268,157.18714360383348,0,1.0,,access_expansion,1,1,True,0.55,baseline,1.0,9304283.207464753,299.67933175843035,143.61161130721848,baseline,1,43.08348339216554,0.0,0.72,55.0
2020-10-01,82,East,Therapy A,156.8216128807403,156.8216128807403,0.0,12.20944076521351,144.27588385028108,156.8216128807403,0,1.0,,access_expansion,1,1,True,0.55,baseline,1.0,9308151.136113657,299.8039129053007,143.6713127859143,baseline,1,43.10139383577429,0.0,0.72,55.0
2020-11-01,83,East,Therapy A,156.49032408578054,156.49032408578054,0.0,12.214440235499472,143.9710981589181,156.49032408578054,0,1.0,,access_expansion,1,1,True,0.55,baseline,1.0,9312020.67271792,299.92854584240337,143.73103908340113,baseline,1,43.11931172502034,0.0,0.72,55.0
2020-12-01,84,East,Therapy A,156.19055246402917,156.19055246402917,0.0,12.219454305111066,143.69530826690684,156.19055246402917,0,1.0,,access_expansion,1,1,True,0.55,baseline,1.0,9315891.817945993,300.053230591268,143.7907902099964,baseline,1,43.13723706299892,0.0,0.72,55.0
2021-01-01,85,East,Therapy A,155.31477050701753,155.31477050701753,0.0,11.619462240110686,142.88958886645614,155.31477050701753,0,1.0,,overlapping_competitor_launch,1,1,True,0.55,baseline,1.0,9319764.572466604,300.17796717343373,143.85056617602206,baseline,1,43.155169852806615,0.0,1.22,78.0
2021-02-01,86,East,Therapy A,154.41728379561823,154.41728379561823,0.0,11.527694929162092,142.06390109196877,154.41728379561823,0,1.0,,overlapping_competitor_launch,1,1,True,0.55,baseline,1.0,9323638.936948758,300.3027556104483,143.91036699180407,baseline,1,43.17311009754122,0.0,1.22,78.0
2021-03-01,87,East,Therapy A,153.48841603547197,153.48841603547197,0.0,11.42451494350321,141.2093427526342,153.48841603547197,0,1.0,,overlapping_competitor_launch,1,1,True,0.55,baseline,1.0,9327514.912061742,300.4275959238686,143.97019266767296,baseline,1,43.19105780030189,0.0,1.22,78.0
2021-04-01,88,East,Therapy A,152.51918690187665,152.51918690187665,0.0,11.30984414924244,140.31765194972652,152.51918690187665,0,1.0,,overlapping_competitor_launch,1,1,True,0.55,baseline,1.0,9331392.498475116,300.5524881352603,144.03004321396338,baseline,1,43.20901296418901,0.0,1.22,78.0
2021-05-01,89,East,Therapy A,151.5016477884913,151.5016477884913,0.0,11.18399583876478,139.381515965412,151.5016477884913,0,1.0,,overlapping_competitor_launch,1,1,True,0.55,baseline,1.0,9335271.696858725,300.6774322661984,144.0899186410144,baseline,1,43.22697559230432,0.0,1.22,78.0
2021-06-01,90,East,Therapy A,150.42925212349903,150.42925212349903,0.0,11.047736158087018,138.3949119536191,150.42925212349903,0,1.0,,overlapping_competitor_launch,1,1,True,0.55,baseline,1.0,9339152.507882686,300.8024283382665,144.1498189591693,baseline,1,43.24494568775079,0.0,1.22,78.0
2021-07-01,91,East,Therapy A,149.29722850469528,149.29722850469528,0.0,10.902316551076195,137.35345022431966,149.29722850469528,0,1.0,,overlapping_competitor_launch,1,1,True,0.55,baseline,1.0,9343034.932217402,300.9274763730573,144.20974417877562,baseline,1,43.262923253632685,0.0,1.22,78.0
2021-08-01,92,East,Therapy A,148.1029157542659,148.1029157542659,0.0,10.749465529946214,136.2546824939246,148.1029157542659,0,1.0,,overlapping_competitor_launch,1,1,True,0.55,baseline,1.0,9346918.970533544,301.0525763921723,144.26969431018526,baseline,1,43.280908293055575,0.0,1.22,78.0
2021-09-01,93,East,Therapy A,146.84601495559815,146.84601495559815,0.0,10.591332461673549,135.0983337591503,146.84601495559815,0,1.0,,overlapping_competitor_launch,1,1,True,0.55,baseline,1.0,9350804.623502076,301.1777284172225,144.32966936375456,baseline,1,43.298900809126366,0.0,1.22,78.0
2021-10-01,94,East,Therapy A,145.52871709638202,145.52871709638202,0.0,10.430383337231726,133.88641972867146,145.52871709638202,0,1.0,,overlapping_competitor_launch,1,1,True,0.55,baseline,1.0,9354691.891794223,301.3029324698273,144.3896693498439,baseline,1,43.31690080495317,0.0,1.22,78.0
