therapy,region,forecast_origin_month_index,target_month_index,horizon_months,actual_sales_units,target_market_regime,target_supply_constrained,target_access_rate_allowed,target_new_metastatic_diagnoses_allowed,target_eligible_new_1l_patient_pool_allowed,target_competitor_overlap_pressure_allowed,target_patient_driver_index,origin_patient_driver_index,driver_growth_ratio,access_change_vs_origin,competitor_pressure_change_vs_origin,naive_prediction,seasonal_naive_prediction,historical_xgboost_prediction,patient_driver_prediction,hybrid_xgboost_prediction
Therapy C,South,37,38,1,867.9235296362373,b_launch_growth,0,0.7,141.8141709643375,99.26991967503623,0.0,69.48894377252536,69.46006819106248,1.0004069908294513,0.0,0.0,860.0407644323057,717.0654100266681,855.54865,837.6828581064171,861.1859
Therapy C,West,37,38,1,990.0522516830345,b_launch_growth,0,0.72,160.72272709291582,112.50590896504106,0.0,81.00425445482956,80.97059377700997,1.0004082086151826,0.0,0.0,980.937608658194,815.2830091085025,988.3654,954.9648963803603,984.8222
Therapy D,East,37,38,1,0.0,b_launch_growth,0,,141.067780590841,42.3203341772523,0.9046755373782052,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Therapy D,North,37,38,1,0.0,b_launch_growth,0,,210.73088211718223,63.21926463515467,1.2244725411997668,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Therapy D,South,37,38,1,0.0,b_launch_growth,0,,141.8141709643375,42.54425128930125,0.9914642225944056,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Therapy D,West,37,38,1,0.0,b_launch_growth,0,,160.72272709291582,48.216818127874745,1.078252907810606,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Therapy A,East,40,41,1,197.03370470333,b_launch_growth,0,0.55,141.24378564999685,42.37313569499906,0.5,19.22681032160582,19.2188207725125,1.0003857899463873,0.0,0.0,198.2882114587252,205.2181874662504,199.9758,197.33710599989547,199.73837
Therapy A,North,40,41,1,312.0596424340709,b_launch_growth,0,0.74,210.9938032549336,63.298140976480056,0.68,35.69255573381757,35.67772397433531,1.000399041252785,0.0,0.0,314.45554746007264,332.4209896629864,316.53534,313.46022202480134,318.04745
Therapy A,South,40,41,1,201.89345120924,b_launch_growth,0,0.6,141.99110726719258,42.59733218015777,0.55,20.63840744128644,20.62983131416489,1.0003876987715756,0.0,0.0,203.29748181215285,212.5437057662301,204.58696,202.57906836648314,203.71124
Therapy A,West,40,41,1,232.088856616124,b_launch_growth,0,0.65,160.92325490281826,48.27697647084548,0.6,24.790227417779157,24.779926034675253,1.0003921245922502,0.0,0.0,233.77968933733155,245.60886702667625,235.47032,233.00565093837224,236.8696
Therapy B,East,40,41,1,157.2431133401924,b_launch_growth,0,0.5,141.24378564999685,42.37313569499906,0.4046755373782051,18.185777842389193,18.17822088611607,1.0003842067509112,0.0,0.0,150.20187817241296,56.08022551096805,160.1479,138.40714664424232,160.86751
Therapy B,North,40,41,1,262.0103663397648,b_launch_growth,0,0.68,210.9938032549336,63.298140976480056,0.5444725411997668,34.840280142383364,34.82580253928819,1.0003986501202458,0.0,0.0,250.84154980478,97.87601203910074,248.79936,231.54675106284196,254.01144
Therapy B,South,40,41,1,164.21591764123144,b_launch_growth,0,0.55,141.99110726719258,42.59733218015777,0.4414642225944055,19.808532058001294,19.80030077903735,1.0003866072249654,0.0,0.0,156.98540221567174,59.514784673771686,164.38559,144.74430573109544,165.68416
Therapy B,West,40,41,1,192.0599839349967,b_launch_growth,0,0.6,160.92325490281826,48.27697647084548,0.478252907810606,24.117578963235218,24.107557093881137,1.0003915049674776,0.0,0.0,183.7134890566857,70.46360618970546,187.3382,169.4660586661145,187.56213
Therapy C,East,40,41,1,866.4722578736068,b_launch_growth,0,0.66,141.24378564999685,98.8706499549978,0.0,65.25462897029855,65.22751292489093,1.0004064260528036,0.0,0.0,859.9027837696823,738.6276068703398,850.4929,839.4137172065449,858.7514
Therapy C,North,40,41,1,1348.181388206421,b_launch_growth,0,0.76,210.9938032549336,147.69566227845343,0.0,112.24870333162461,112.20205926997697,1.000410263909752,0.0,0.0,1338.0936667000706,1151.4447483629856,1270.674,1306.447621572856,1296.6041
Therapy C,South,40,41,1,888.7533855749066,b_launch_growth,0,0.7,141.99110726719258,99.3937750870348,0.0,69.57564256092435,69.54673095246505,1.0004069908294515,0.0,0.0,882.252867560436,762.393184969776,876.951,862.0384726840595,884.1727
Therapy C,West,40,41,1,1014.1293125392244,b_launch_growth,0,0.72,160.92325490281826,112.64627843197276,0.0,81.10532047102039,81.0716177960164,1.0004082086151829,0.0,0.0,1006.6166616561768,867.8793245515267,1017.4696,983.1626584954886,1008.98596
Therapy D,East,40,41,1,0.0,b_launch_growth,0,,141.24378564999685,42.37313569499906,0.9046755373782052,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.9936185e-05,0.0,0.0
Therapy D,North,40,41,1,0.0,b_launch_growth,0,,210.9938032549336,63.298140976480056,1.2244725411997668,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Therapy D,South,40,41,1,0.0,b_launch_growth,0,,141.99110726719258,42.59733218015777,0.9914642225944056,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Therapy D,West,40,41,1,0.0,b_launch_growth,0,,160.92325490281826,48.27697647084548,1.078252907810606,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Therapy A,East,43,44,1,193.38294625663613,b_launch_growth,0,0.55,141.42001030416375,42.42600309124912,0.5,19.25079890265429,19.24279938529569,1.0003857899463866,0.0,0.0,194.56968099043127,206.3582197258453,197.29178,195.42276733583617,195.81519
Therapy A,North,43,44,1,305.20250399975043,b_launch_growth,0,0.74,211.2570524296768,63.37711572890303,0.68,35.73708801721384,35.72223775269312,1.0003990412527852,0.0,0.0,307.41614546454247,332.1564723432687,312.0298,309.7507672974829,311.42734
Therapy A,South,43,44,1,197.84319696412703,b_launch_growth,0,0.6,142.1682643269371,42.65047929808113,0.55,20.664157219920305,20.655570392681728,1.0003876987715754,0.0,0.0,199.15504149952875,213.04517796047003,198.73764,200.33840504508652,197.76596
Therapy A,West,43,44,1,227.22865846576727,b_launch_growth,0,0.65,161.1240329038621,48.33720987115863,0.6,24.821157268839958,24.810843033080857,1.0003921245922505,0.0,0.0,228.8004929527705,245.8582082721736,231.51453,230.32448986516397,232.85916
Therapy B,East,43,44,1,176.74506297724474,b_launch_growth,0,0.5,141.42001030416375,42.42600309124912,0.4046755373782051,18.20846756566645,18.200901180858132,1.0003842067509106,0.0,0.0,170.52297363965246,79.28604737872249,176.72481,157.3643850088236,177.0052
Therapy B,North,43,44,1,292.8219517783036,b_launch_growth,0,0.68,211.2570524296768,63.37711572890303,0.5444725411997668,34.883749073005106,34.86925340673932,1.0003986501202458,0.0,0.0,283.009793859101,136.45671119388706,287.67786,261.6331351172439,285.924
Therapy B,South,43,44,1,184.21372899294025,b_launch_growth,0,0.55,142.1682643269371,42.65047929808113,0.4414642225944055,19.833246431772938,19.825004882946274,1.0003866072249654,0.0,0.0,177.83769681144076,83.7359590890932,183.93256,164.2141560303948,184.90263
Therapy B,West,43,44,1,215.1202542009687,b_launch_growth,0,0.6,161.1240329038621,48.33720987115863,0.478252907810606,24.147669575665216,24.13763520239492,1.0003915049674776,0.0,0.0,207.7713691548924,98.7784246369148,208.54036,191.94436754186907,208.32346
Therapy C,East,43,44,1,883.7952464386324,b_launch_growth,0,0.66,141.42001030416375,98.99400721291462,0.0,65.33604476052365,65.3088948834278,1.0004064260528032,0.0,0.0,878.3941657465018,777.5969112632242,873.5232,861.2194272686198,880.7495
Therapy C,North,43,44,1,1374.7768974318817,b_launch_growth,0,0.76,211.2570524296768,147.87993670077373,0.0,112.38875189258803,112.34204963486756,1.0004102639097523,0.0,0.0,1366.4853255432354,1211.5364529565911,1297.589,1340.0251911065166,1330.1552
Therapy C,South,43,44,1,905.90157583472,b_launch_growth,0,0.7,142.1682643269371,99.51778502885595,0.0,69.66244952019916,69.63350183979392,1.0004069908294513,0.0,0.0,900.5537711300595,800.8868218761454,893.10657,883.6060271958596,896.3176
Therapy C,West,43,44,1,1033.9419058122733,b_launch_growth,0,0.72,161.1240329038621,112.78682303270344,0.0,81.20651258354647,81.17276785895976,1.0004082086151829,0.0,0.0,1027.7640741811183,912.4838483701856,1029.393,1008.1229139689076,1025.6862
Therapy D,East,43,44,1,0.0,b_launch_growth,0,,141.42001030416375,42.42600309124912,0.9046755373782052,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Therapy D,North,43,44,1,0.0,b_launch_growth,0,,211.2570524296768,63.37711572890303,1.2244725411997668,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Therapy D,South,43,44,1,0.0,b_launch_growth,0,,142.1682643269371,42.65047929808113,0.9914642225944056,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Therapy D,West,43,44,1,0.0,b_launch_growth,0,,161.1240329038621,48.33720987115863,1.078252907810606,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Therapy A,East,46,47,1,190.09137909683247,b_launch_growth,0,0.55,141.59645482732242,42.47893644819673,0.5,19.274817413369266,19.266807915308334,1.000385789946387,0.0,0.0,191.1389482978075,204.9244836669108,195.13287,192.66005799288146,193.3964
Therapy A,North,46,47,1,299.118659744412,b_launch_growth,0,0.74,211.52063005069155,63.45618901520746,0.68,35.78167586189518,35.76680706924793,1.0003990412527854,0.0,0.0,301.0472796206165,328.0021522580517,306.3468,304.3195211394155,302.6164
Therapy A,South,46,47,1,194.2219362388028,b_launch_growth,0,0.6,142.3456424190014,42.703692725700414,0.55,20.68993912560185,20.681341584896096,1.0003876987715759,0.0,0.0,195.372074851098,210.9962572468892,195.52008,197.19304128999357,194.92256
Therapy A,West,46,47,1,222.89825607780028,b_launch_growth,0,0.65,161.32506140820158,48.39751842246047,0.6,24.852125709933453,24.841798605483387,1.00039212459225,0.0,0.0,224.2724596997316,243.18160686348543,225.63618,226.51690611440793,225.4614
Therapy B,East,46,47,1,193.71648444667863,b_launch_growth,0,0.5,141.59645482732242,42.47893644819673,0.4046755373782051,18.231185598073353,18.22360977296619,1.0003842067509108,0.0,0.0,188.34009369730848,103.64240359970869,192.3998,175.6593696741276,193.82123
Therapy B,North,46,47,1,319.5081470523556,b_launch_growth,0,0.68,211.52063005069155,63.45618901520746,0.5444725411997668,34.927272238205944,34.912758486232775,1.0003986501202462,0.0,0.0,311.0658159426852,176.2198084742356,313.14212,290.66842610722773,317.26523
Therapy B,South,46,47,1,201.5867313094856,b_launch_growth,0,0.55,142.3456424190014,42.703692725700414,0.4414642225944055,19.857991640755852,19.849739809253133,1.0003866072249656,0.0,0.0,196.08588538323383,108.9997963461487,196.26064,183.00182302640602,197.39658
Therapy B,West,46,47,1,235.12909175957927,b_launch_growth,0,0.6,161.32506140820158,48.39751842246047,0.478252907810606,24.177797731040872,24.167750838253696,1.0003915049674776,0.0,0.0,228.7958741672159,128.1680206319187,232.56963,213.63555517296078,233.2079
Therapy C,East,46,47,1,898.0277281160696,b_launch_growth,0,0.66,141.59645482732242,99.11751837912568,0.0,65.41756213022296,65.3903783792283,1.0004064260528034,0.0,0.0,893.5910166424525,810.2765460605549,889.86035,879.3621857915888,892.48645
Therapy C,North,46,47,1,1396.6252688952568,b_launch_growth,0,0.76,211.52063005069155,148.06444103548407,0.0,112.5289751869679,112.48221466056549,1.0004102639097527,0.0,0.0,1389.8144524088143,1261.8337176158257,1331.3381,1367.9313348187632,1358.185
Therapy C,South,46,47,1,920.0002911436612,b_launch_growth,0,0.7,142.3456424190014,99.64194969330096,0.0,69.74936478531066,69.7203809879538,1.0004069908294517,0.0,0.0,915.6041257305484,833.1801423807351,910.2167,901.5610562687883,915.1507
Therapy C,West,46,47,1,1050.224716453501,b_launch_growth,0,0.72,161.32506140820158,112.9275429857411,0.0,81.30783094973359,81.27404412310045,1.0004082086151829,0.0,0.0,1045.1481978535244,949.8666481052936,1047.983,1028.886612408675,1047.5399
Therapy D,East,46,47,1,0.0,b_launch_growth,0,,141.59645482732242,42.47893644819673,0.9046755373782052,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Therapy D,North,46,47,1,0.0,b_launch_growth,0,,211.52063005069155,63.45618901520746,1.2244725411997668,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Therapy D,South,46,47,1,0.0,b_launch_growth,0,,142.3456424190014,42.703692725700414,0.9914642225944056,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Therapy D,West,46,47,1,0.0,b_launch_growth,0,,161.32506140820158,48.39751842246047,1.078252907810606,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Therapy A,East,49,50,1,187.2742942861448,b_launch_growth,0,0.55,141.77311949379524,42.531935848138566,0.5,19.298865891092873,19.290846399877058,1.0003857899463873,0.0,0.0,188.15815137648087,201.9426610583358,189.7359,190.01769026608977,189.04802
Therapy A,North,49,50,1,293.9588078165845,b_launch_growth,0,0.74,211.78453652776813,63.53536095833044,0.68,35.82631933718337,35.811431993292764,1.0003990412527852,0.0,0.0,295.57414604018,321.63475275516925,297.8719,299.25653922873215,292.20163
Therapy A,South,49,50,1,191.13728837476984,b_launch_growth,0,0.6,142.5232418191592,42.756972545747765,0.55,20.71575319841479,20.707144930875067,1.0003876987715759,0.0,0.0,192.1039780117863,207.4494884998248,192.31691,194.22815627162078,193.03976
Therapy A,West,49,50,1,219.21667359863,b_launch_growth,0,0.65,161.52634072838043,48.45790221851413,0.6,24.883132789207007,24.87279280001017,1.0003921245922502,0.0,0.0,220.3699033129534,238.80987304452412,221.2519,222.94559927915864,220.90807
Therapy B,East,49,50,1,208.22535307640808,b_launch_growth,0,0.5,141.77311949379524,42.531935848138566,0.4046755373782051,18.25393197493014,18.246346697745814,1.0003842067509112,0.0,0.0,203.65180547657053,127.67139152876868,205.25238,191.8437116806311,205.80289
Therapy B,North,49,50,1,342.2420481744628,b_launch_growth,0,0.68,211.78453652776813,63.53536095833044,0.5444725411997668,34.97084970565236,34.95631784540697,1.0003986501202458,0.0,0.0,335.0830992142808,214.9170657038136,331.25302,316.2447454201766,333.44672
Therapy B,South,49,50,1,216.4196882712693,b_launch_growth,0,0.55,142.5232418191592,42.756972545747765,0.4414642225944055,19.88276772342199,19.874505596413908,1.0003866072249656,0.0,0.0,211.7457617302677,133.80660139808657,211.2855,199.59674096411166,212.5318
Therapy B,West,49,50,1,252.1973932534296,b_launch_growth,0,0.6,161.52634072838043,48.45790221851413,0.478252907810606,24.207963476203133,24.197904048278932,1.0003915049674776,0.0,0.0,246.82045667750387,156.92007395933092,246.78166,232.77421694126522,245.5484
Therapy C,East,49,50,1,909.7225872396464,b_launch_growth,0,0.66,141.77311949379524,99.24118364565666,0.0,65.4991812061334,65.47196353897668,1.0004064260528038,0.0,0.0,906.0757105770144,837.4464037698295,908.19977,894.394820306024,907.8361
Therapy C,North,49,50,1,1414.579273656917,b_launch_growth,0,0.76,211.78453652776813,148.2491755694377,0.0,112.66937343277266,112.6225545649887,1.0004102639097525,0.0,0.0,1408.9802826036985,1303.5995800686574,1351.9633,1391.0374907293844,1378.0181
Therapy C,South,49,50,1,931.5945194161316,b_launch_growth,0,0.7,142.5232418191592,99.76626927341144,0.0,69.836388491388,69.80736853201776,1.000406990829452,0.0,0.0,927.9779351944832,860.0407644323057,918.8987,916.447799561139,918.7136
Therapy C,West,49,50,1,1063.6099838150562,b_launch_growth,0,0.72,161.52634072838043,113.0684385098663,0.0,81.40927572710373,81.37544674589502,1.0004082086151829,0.0,0.0,1059.4352682717144,980.937608658194,1077.5607,1046.0913673946434,1070.1638
Therapy D,East,49,50,1,0.0,b_launch_growth,0,,141.77311949379524,42.531935848138566,0.9046755373782052,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Therapy D,North,49,50,1,0.0,b_launch_growth,0,,211.78453652776813,63.53536095833044,1.2244725411997668,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Therapy D,South,49,50,1,0.0,b_launch_growth,0,,142.5232418191592,42.756972545747765,0.9914642225944056,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Therapy D,West,49,50,1,0.0,b_launch_growth,0,,161.52634072838043,48.45790221851413,1.078252907810606,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.00015588412,0.0,0.0
Therapy A,East,52,53,1,184.94827788645395,b_launch_growth,0,0.55,141.95000457824682,42.58500137347404,0.5,19.32294437321385,19.31491487637506,1.0003857899463875,0.0,0.0,185.6705347952308,198.2882114587252,186.79306,187.61453288959544,185.8443
Therapy A,North,52,53,1,289.7188447852493,b_launch_growth,0,0.74,212.0487722712082,63.61463168136246,0.68,35.871018512486664,35.85611259420698,1.0003990412527854,0.0,0.0,291.0340443384713,314.45554746007264,293.09076,294.72888513137826,301.84222
Therapy A,South,52,53,1,188.59682405243524,b_launch_growth,0,0.6,142.70106280352854,42.81031884105856,0.55,20.74159947849287,20.732980470735708,1.0003876987715756,0.0,0.0,189.3852249560457,203.29748181215285,191.1155,191.55685260726665,190.60025
Therapy A,West,52,53,1,216.18755551063435,b_launch_growth,0,0.65,161.72787117733236,48.51836135319971,0.6,24.91417855486805,24.903825664848625,1.0003921245922502,0.0,0.0,217.12742024955656,233.77968933733155,217.45406,219.7385463099682,219.51727
Therapy B,East,52,53,1,220.47748875365903,b_launch_growth,0,0.5,141.95000457824682,42.58500137347404,0.4046755373782051,18.276706731601134,18.269111990546648,1.000384206750911,0.0,0.0,216.62840153073725,150.20187817241296,219.36539,205.95754150926714,220.96817
Therapy B,North,52,53,1,361.3897068197888,b_launch_growth,0,0.68,212.0487722712082,63.61463168136246,0.5444725411997668,35.014481543095286,34.99993155198462,1.0003986501202462,0.0,0.0,355.3789351052429,250.84154980478,347.238,338.4687129763988,359.52844
Therapy B,South,52,53,1,228.93318500602143,b_launch_growth,0,0.55,142.70106280352854,42.81031884105856,0.4414642225944055,19.9075747182913,19.89930228293253,1.0003866072249659,0.0,0.0,225.00313355607364,156.98540221567174,225.36208,214.0499408512552,227.29526
Therapy B,West,52,53,1,266.58755142431374,b_launch_growth,0,0.6,161.72787117733236,48.51836135319971,0.478252907810606,24.238166858051393,24.22809487935054,1.0003915049674776,0.0,0.0,262.0689210007854,183.7134890566857,277.86685,249.42766529617344,270.282
Therapy C,East,52,53,1,919.3475249151238,b_launch_growth,0,0.66,141.95000457824682,99.36500320477276,0.0,65.58090211515002,65.55365048951538,1.0004064260528034,0.0,0.0,916.3436172781512,859.9027837696823,912.25635,906.8236890049349,914.3774
Therapy C,North,52,53,1,1429.358530368353,b_launch_growth,0,0.76,212.0487722712082,148.43414058984573,0.0,112.80994684828275,112.76306956632682,1.0004102639097525,0.0,0.0,1424.7455407806233,1338.0936667000706,1378.4033,1410.1342751549719,1397.2559
Therapy C,South,52,53,1,941.1454098056072,b_launch_growth,0,0.7,142.70106280352854,99.89074396246995,0.0,69.92352077372897,69.89446460722738,1.0004069908294515,0.0,0.0,938.1635844638618,882.252867560436,940.8343,928.7651907017851,936.3808
Therapy C,West,52,53,1,1074.632063265968,b_launch_growth,0,0.72,161.72787117733236,113.20950982413264,0.0,81.5108470733755,81.47697588499646,1.000408208615183,0.0,0.0,1071.1913923651457,1006.6166616561768,1085.2577,1060.3190947236717,1072.7305
Therapy D,East,52,53,1,0.0,b_launch_growth,0,,141.95000457824682,42.58500137347404,0.9046755373782052,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Therapy D,North,52,53,1,0.0,b_launch_growth,0,,212.0487722712082,63.61463168136246,1.2244725411997668,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Therapy D,South,52,53,1,0.0,b_launch_growth,0,,142.70106280352854,42.81031884105856,0.9914642225944056,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Therapy D,West,52,53,1,0.0,b_launch_growth,0,,161.72787117733236,48.51836135319971,1.078252907810606,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Therapy A,East,54,55,1,183.6543385274821,b_launch_growth,0,0.55,142.06805055810585,42.62041516743175,0.5,19.33901338222216,19.330977208033666,1.000385789946387,0.0,0.0,184.27687982820825,195.7899530348876,187.79974,186.17692685862542,185.32498
Therapy A,North,54,55,1,287.36433770741945,b_launch_growth,0,0.74,212.2251125621088,63.66753376863262,0.68,35.900848941456566,35.885930627377846,1.0003990412527854,0.0,0.0,288.4969651152386,309.7067982795052,296.24783,292.04709701909394,291.97955
Therapy A,South,54,55,1,187.1849923771925,b_launch_growth,0,0.6,142.81973336529165,42.84592000958749,0.55,20.758848244645137,20.750222069299504,1.0003876987715759,0.0,0.0,187.864185080478,200.50842562274696,187.78246,189.9675258505442,186.09125
Therapy A,West,54,55,1,214.50466400271017,b_launch_growth,0,0.65,161.8623644806638,48.55870934419914,0.6,24.93489724824626,24.924535748737533,1.00039212459225,0.0,0.0,215.31424537478443,230.4243112838581,216.90703,217.83419441102097,217.61995
Therapy B,East,54,55,1,227.5220357142381,b_launch_growth,0,0.5,142.06805055810585,42.62041516743175,0.4046755373782051,18.291905686762412,18.28430462990222,1.0003842067509108,0.0,0.0,224.1052377962272,164.02026335354907,227.75117,214.27285253179113,226.54015
Therapy B,North,54,55,1,372.3803883349249,b_launch_growth,0,0.68,212.2251125621088,63.66753376863262,0.5444725411997668,35.043599673772995,35.029037582853235,1.000398650120246,0.0,0.0,367.05119915048704,272.73721463857794,372.615,351.5276690941158,363.7744
Therapy B,South,54,55,1,236.12333898499045,b_launch_growth,0,0.55,142.81973336529165,42.84592000958749,0.4414642225944055,19.924129907361007,19.915850592624242,1.0003866072249659,0.0,0.0,232.6363241001586,171.16991861404307,239.56418,222.55708867270187,236.7282
Therapy B,West,54,55,1,274.85277828950484,b_launch_growth,0,0.6,161.8623644806638,48.55870934419914,0.478252907810606,24.258323378406892,24.248243023823296,1.0003915049674774,0.0,0.0,270.84465542762166,200.08273366833856,277.43265,259.2233964728952,274.4972
Therapy C,East,54,55,1,924.8098666544626,b_launch_growth,0,0.66,142.06805055810585,99.4476353906741,0.0,65.6354393578449,65.60816506969,1.0004064260528038,0.0,0.0,922.1653736863868,872.6277624318872,910.99347,913.8867150714981,919.50073
Therapy C,North,54,55,1,1437.7482362516675,b_launch_growth,0,0.76,212.2251125621088,148.55757879347613,0.0,112.90375988304186,112.85684361782067,1.0004102639097525,0.0,0.0,1433.6862627169671,1357.6324233754906,1392.8085,1420.9851697943982,1410.5306
Therapy C,South,54,55,1,946.5704636190576,b_launch_growth,0,0.7,142.81973336529165,99.97381335570414,0.0,69.9816693489929,69.95258901931032,1.000406990829452,0.0,0.0,943.9435258543474,894.8455186357037,943.21844,935.769835595119,943.5156
Therapy C,West,54,55,1,1080.8906818606229,b_launch_growth,0,0.72,161.8623644806638,113.30365513646464,0.0,81.57863169825454,81.54473234251033,1.0004082086151826,0.0,0.0,1077.8603256633742,1021.1689521750984,1077.358,1068.4067774451678,1077.9773
Therapy D,East,54,55,1,0.0,b_launch_growth,0,,142.06805055810585,42.62041516743175,0.9046755373782052,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.071365714,0.0,0.0
Therapy D,North,54,55,1,0.0,b_launch_growth,0,,212.2251125621088,63.66753376863262,1.2244725411997668,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.09150792,0.0,0.0
Therapy D,South,54,55,1,0.0,b_launch_growth,0,,142.81973336529165,42.84592000958749,0.9914642225944056,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.07146056,0.0,0.0
Therapy D,West,54,55,1,0.0,b_launch_growth,0,,161.8623644806638,48.55870934419914,1.078252907810606,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.07449194,0.0,0.0
Therapy A,East,55,56,1,183.0784828989916,b_launch_growth,0,0.55,142.12711035568455,42.63813310670536,0.5,19.347052897167558,19.33901338222216,1.000385789946387,0.0,0.0,183.6543385274821,194.56968099043127,185.57436,185.51106839946578,184.65735
Therapy A,North,55,56,1,286.3166784707772,b_launch_growth,0,0.74,212.31333769182515,63.69400130754754,0.68,35.915773457299906,35.900848941456566,1.0003990412527854,0.0,0.0,287.36433770741945,307.41614546454247,289.10315,290.81051141894454,291.27908
Therapy A,South,55,56,1,186.5567736871028,b_launch_growth,0,0.6,142.87910564857177,42.86373169457153,0.55,20.767478006019907,20.758848244645137,1.0003876987715754,0.0,0.0,187.1849923771925,199.15504149952875,185.6532,189.23319596561555,185.51566
