horizon_months,target_market_regime,naive_mae,naive_wape,naive_bias,seasonal_naive_mae,seasonal_naive_wape,seasonal_naive_bias,historical_xgboost_mae,historical_xgboost_wape,historical_xgboost_bias,patient_driver_mae,patient_driver_wape,patient_driver_bias,hybrid_xgboost_mae,hybrid_xgboost_wape,hybrid_xgboost_bias,n_forecasts,total_actual_sales,seasonal_naive_fva_vs_naive,historical_xgboost_fva_vs_naive,patient_driver_fva_vs_naive,hybrid_xgboost_fva_vs_naive
6,epidemiology_change,15.88031906978269,0.03358379520643591,-0.0266530301114248,54.14578020075198,0.11450782478387762,-0.062196693844814764,20.860928652195675,0.044116818597461444,-0.03669747615875945,19.08464836898756,0.040360330267576294,-0.019306987453504558,17.94524285152879,0.03795070855989721,-0.026260854559462716,205,96935.60210495754,-2.409615383848388,-0.3136341002045836,-0.20177990663311773,-0.130030371094701
6,limited_supply,45.01936997675822,0.30527778524582805,0.30527778524582805,8.652389691607445,0.058672130762856045,-0.058672130762856045,64.31580010486725,0.43612749406452483,0.43612749406452483,38.19868548494418,0.2590265059276919,0.2590265059276919,62.55923882557037,0.4242161959439788,0.4242161959439788,3,442.4105403592264,0.8078074016567903,-0.4286250593482547,0.15150555183991474,-0.3896071592709387
6,overlapping_competitor_launch,12.910700093622795,0.03024825667328996,-0.008401068655075209,22.14917771375055,0.05189292662128927,-0.023286410415645567,21.24977514295958,0.049785731843576174,0.00021919566790350403,35.369426871461215,0.08286642046031059,0.027312794260950044,17.15292569153136,0.04018729389210992,-0.028442957041080862,112,47804.35534199263,-0.715567517883176,-0.6459041716456453,-1.7395436819829657,-0.32858215024327014
6,persistence_change,23.477532078618108,0.05406582304602927,-0.0022877633238882135,64.2009309173415,0.14784672250660355,-0.01954306034630678,21.02852373654319,0.048426062818357776,0.011786182474381566,26.676195384982492,0.061431944993030056,-0.006114308534721897,20.050460515493615,0.0461737054215062,0.0037471486836228663,96,41687.020608721985,-1.7345689786454066,0.10431285255511692,-0.1362435921992641,0.1459723940169017
12,access_expansion,15.517691346441959,0.03743521036435958,-0.028842028800014585,44.5896045993545,0.10756891543813224,-0.08418284820467484,51.64552401757479,0.12459076629454914,-0.10787287919870835,23.341638488142035,0.05630986772093402,-0.0450060408425407,45.7302073200934,0.1103205298271381,-0.0944411030866945,160,66323.40492453883,-1.8734689718891997,-2.3281705934572905,-0.5041953063136563,-1.9469723491167936
12,b_launch_growth,37.6128291163367,0.09513368572335876,-0.0757758631018324,101.01547983427045,0.2554972635008141,-0.22060194580377868,94.24768051399553,0.23837954838339026,-0.23122438710483761,43.74056174550803,0.11063248769694274,-0.08908972820277984,52.88959964153732,0.13377304150053604,-0.12737045588766144,64,25303.561458194286,-1.6856655616579383,-1.5057322920987122,-0.1629160255459173,-0.40615850719310376
12,epidemiology_change,32.93378116511895,0.0695074738977816,-0.04638942389863709,74.5536485943881,0.15734712505915494,-0.07518400702970922,35.84339441404084,0.07564827704267756,-0.0541717690767366,90.63674175807907,0.19129084906296998,-0.167849792878206,81.92578488270695,0.17290618182406498,-0.15417365338516076,221,104713.42474904103,-1.2637439722029207,-0.08834737907360415,-1.7520903628908202,-1.4875912204541137
12,limited_supply,17.16521041638565,0.11792938763577229,0.11792938763577229,47.26763700759691,0.32474076064775664,-0.32474076064775664,40.64490371212361,0.27924088834414296,0.27924088834414296,8.842827503840093,0.06075248757225592,0.06075248757225592,35.70693577592569,0.24531578514092128,0.24531578514092128,3,436.66495927378537,-1.7536881786474308,-1.3678651601803027,0.4848401336578511,-1.0801921392026972
12,overlapping_competitor_launch,19.162481726651116,0.04489260423192409,-0.015575772034189684,25.73478819084564,0.06028977236477869,-0.03301298459715303,32.940311539849205,0.07717039944664655,-0.03089479344580184,38.238510207937416,0.08958267147599391,0.035241591191625975,51.439336991236125,0.12050870187072088,-0.1078392964036546,144,61466.636116322574,-0.3429778333488916,-0.7190002845005156,-0.9954884108124378,-1.6843776148104272
12,persistence_change,45.71883648903457,0.10526280680102779,-0.009805938836921825,74.75406468904501,0.17211336230837315,-0.027299901974258876,46.878487523895465,0.10793278119699588,-0.011906913137643173,43.3077331703339,0.09971149530003239,-0.01805478092987864,39.72873386623449,0.09147122627265268,-0.017561336507688007,80,34746.43162457505,-0.6350823955674022,-0.025364841363341144,0.052737635160049694,0.1310204520238999
